"","airport_id","name","city","country","iata","icao","latitude","longitude","altitude","timezone","dst","database_timezone","type","source"
"YAY",24,"St. Anthony Airport","St. Anthony","Canada","YAY","CYAY",51.3918991089,-56.0830993652,108,"-3.5","A","America/St_Johns","airport","OurAirports"
"YAZ",25,"Tofino / Long Beach Airport","Tofino","Canada","YAZ","CYAZ",49.079833,-125.775583,80,"-8","A","America/Vancouver","airport","OurAirports"
"YBB",26,"Kugaaruk Airport","Pelly Bay","Canada","YBB","CYBB",68.534401,-89.808098,56,"-7","A","America/Edmonton","airport","OurAirports"
"YBC",27,"Baie Comeau Airport","Baie Comeau","Canada","YBC","CYBC",49.1324996948242,-68.2043991088867,71,"-5","A","America/Toronto","airport","OurAirports"
"YBG",28,"CFB Bagotville","Bagotville","Canada","YBG","CYBG",48.3306007385254,-70.9963989257812,522,"-5","A","America/Toronto","airport","OurAirports"
"YBK",29,"Baker Lake Airport","Baker Lake","Canada","YBK","CYBK",64.2988967896,-96.077796936,59,"-6","A","America/Winnipeg","airport","OurAirports"
"YBL",30,"Campbell River Airport","Campbell River","Canada","YBL","CYBL",49.9508018493652,-125.271003723145,346,"-8","A","America/Vancouver","airport","OurAirports"
"YBR",31,"Brandon Municipal Airport","Brandon","Canada","YBR","CYBR",49.91,-99.951897,1343,"-6","A","America/Winnipeg","airport","OurAirports"
"YCB",32,"Cambridge Bay Airport","Cambridge Bay","Canada","YCB","CYCB",69.1081008911,-105.138000488,90,"-7","A","America/Edmonton","airport","OurAirports"
"YCD",33,"Nanaimo Airport","Nanaimo","Canada","YCD","CYCD",49.0549702249,-123.869862556,92,"-8","A","America/Vancouver","airport","OurAirports"
"YCG",34,"Castlegar/West Kootenay Regional Airport","Castlegar","Canada","YCG","CYCG",49.2963981628,-117.632003784,1624,"-8","A","America/Vancouver","airport","OurAirports"
"YCH",35,"Miramichi Airport","Chatham","Canada","YCH","CYCH",47.007801,-65.449203,108,"-4","A","America/Halifax","airport","OurAirports"
"YCL",36,"Charlo Airport","Charlo","Canada","YCL","CYCL",47.990799,-66.330299,132,"-4","A","America/Halifax","airport","OurAirports"
"YCO",37,"Kugluktuk Airport","Coppermine","Canada","YCO","CYCO",67.816704,-115.143997,74,"-7","A","America/Edmonton","airport","OurAirports"
"YCT",38,"Coronation Airport","Coronation","Canada","YCT","CYCT",52.0750007629,-111.444999695,2595,"-7","A","America/Edmonton","airport","OurAirports"
"YCW",39,"Chilliwack Airport","Chilliwack","Canada","YCW","CYCW",49.1528015137,-121.939002991,32,"-8","A","America/Vancouver","airport","OurAirports"
"YCY",40,"Clyde River Airport","Clyde River","Canada","YCY","CYCY",70.4860992432,-68.5167007446,87,"-5","A","America/Toronto","airport","OurAirports"
"YZS",41,"Coral Harbour Airport","Coral Harbour","Canada","YZS","CYZS",64.1932983398,-83.3593978882,210,"-5","A","America/Coral_Harbour","airport","OurAirports"
"YDA",42,"Dawson City Airport","Dawson","Canada","YDA","CYDA",64.043098449707,-139.128005981445,1215,"-8","A","America/Vancouver","airport","OurAirports"
"YDB",43,"Burwash Airport","Burwash","Canada","YDB","CYDB",61.3711013793945,-139.041000366211,2647,"-8","A","America/Vancouver","airport","OurAirports"
"YDF",45,"Deer Lake Airport","Deer Lake","Canada","YDF","CYDF",49.2108001708984,-57.3913993835449,72,"-3.5","A","America/St_Johns","airport","OurAirports"
"YDL",46,"Dease Lake Airport","Dease Lake","Canada","YDL","CYDL",58.4221992493,-130.031997681,2600,"-8","A","America/Vancouver","airport","OurAirports"
"YDN",47,"Dauphin Barker Airport","Dauphin","Canada","YDN","CYDN",51.1007995605469,-100.052001953125,999,"-6","A","America/Winnipeg","airport","OurAirports"
"YDQ",48,"Dawson Creek Airport","Dawson Creek","Canada","YDQ","CYDQ",55.7422981262207,-120.182998657227,2148,"-7","A","America/Dawson_Creek","airport","OurAirports"
"YEG",49,"Edmonton International Airport","Edmonton","Canada","YEG","CYEG",53.3097000122,-113.580001831,2373,"-7","A","America/Edmonton","airport","OurAirports"
"YEK",50,"Arviat Airport","Eskimo Point","Canada","YEK","CYEK",61.0942001343,-94.0708007812,32,"-6","A","America/Winnipeg","airport","OurAirports"
"YEN",51,"Estevan Airport","Estevan","Canada","YEN","CYEN",49.2103004456,-102.966003418,1905,"-6","N","America/Regina","airport","OurAirports"
"YET",52,"Edson Airport","Edson","Canada","YET","CYET",53.5788993835,-116.464996338,3043,"-7","A","America/Edmonton","airport","OurAirports"
"YEU",53,"Eureka Airport","Eureka","Canada","YEU","CYEU",79.9946975708,-85.814201355,256,"-6","A","America/Winnipeg","airport","OurAirports"
"YEV",54,"Inuvik Mike Zubko Airport","Inuvik","Canada","YEV","CYEV",68.3041992188,-133.483001709,224,"-7","A","America/Edmonton","airport","OurAirports"
"YFB",55,"Iqaluit Airport","Iqaluit","Canada","YFB","CYFB",63.756402,-68.555801,110,"-5","A","America/Toronto","airport","OurAirports"
"YFC",56,"Fredericton Airport","Fredericton","Canada","YFC","CYFC",45.8689002990723,-66.5372009277344,68,"-4","A","America/Halifax","airport","OurAirports"
"YFE",57,"Forestville Airport","Forestville","Canada","YFE","CYFE",48.7461013793945,-69.0971984863281,293,"-5","A","America/Toronto","airport","OurAirports"
"YFO",58,"Flin Flon Airport","Flin Flon","Canada","YFO","CYFO",54.6781005859375,-101.681999206543,997,"-6","A","America/Winnipeg","airport","OurAirports"
"YFR",59,"Fort Resolution Airport","Fort Resolution","Canada","YFR","CYFR",61.1808013916,-113.690002441,526,"-7","A","America/Edmonton","airport","OurAirports"
"YFS",60,"Fort Simpson Airport","Fort Simpson","Canada","YFS","CYFS",61.7602005004883,-121.236999511719,555,"-7","A","America/Edmonton","airport","OurAirports"
"YGK",61,"Kingston Norman Rogers Airport","Kingston","Canada","YGK","CYGK",44.2252998352051,-76.5969009399414,305,"-5","A","America/Toronto","airport","OurAirports"
"YGL",62,"La Grande Rivière Airport","La Grande Riviere","Canada","YGL","CYGL",53.625301361084,-77.7042007446289,639,"-5","A","America/Toronto","airport","OurAirports"
"YGP",63,"Gaspé (Michel-Pouliot) Airport","Gaspe","Canada","YGP","CYGP",48.7752990723,-64.4785995483,112,"-5","A","America/Toronto","airport","OurAirports"
"YGQ",64,"Geraldton Greenstone Regional Airport","Geraldton","Canada","YGQ","CYGQ",49.7783012390137,-86.9393997192383,1144,"-5","A","America/Toronto","airport","OurAirports"
"YGR",65,"Îles-de-la-Madeleine Airport","Iles De La Madeleine","Canada","YGR","CYGR",47.4247016906738,-61.7780990600586,35,"-5","A","America/Toronto","airport","OurAirports"
"YHB",66,"Hudson Bay Airport","Hudson Bay","Canada","YHB","CYHB",52.8166999817,-102.310997009,1175,"-6","N","America/Regina","airport","OurAirports"
"YHD",67,"Dryden Regional Airport","Dryden","Canada","YHD","CYHD",49.831699,-92.744202,1354,"-6","A","America/Winnipeg","airport","OurAirports"
"YHI",68,"Ulukhaktok Holman Airport","Holman Island","Canada","YHI","CYHI",70.7628021240234,-117.805999755859,117,"-7","A","America/Edmonton","airport","OurAirports"
"YHK",69,"Gjoa Haven Airport","Gjoa Haven","Canada","YHK","CYHK",68.635597229,-95.8497009277,152,"-7","A","America/Edmonton","airport","OurAirports"
"YHM",70,"John C. Munro Hamilton International Airport","Hamilton","Canada","YHM","CYHM",43.1735992432,-79.9349975586,780,"-5","A","America/Toronto","airport","OurAirports"
"YHU",71,"Montréal / Saint-Hubert Airport","Montreal","Canada","YHU","CYHU",45.5175018311,-73.4169006348,90,"-5","A","America/Toronto","airport","OurAirports"
"YHY",72,"Hay River / Merlyn Carter Airport","Hay River","Canada","YHY","CYHY",60.8396987915,-115.782997131,541,"-7","A","America/Edmonton","airport","OurAirports"
"YHZ",73,"Halifax / Stanfield International Airport","Halifax","Canada","YHZ","CYHZ",44.8807983398,-63.5085983276,477,"-4","A","America/Halifax","airport","OurAirports"
"YIB",74,"Atikokan Municipal Airport","Atikokan","Canada","YIB","CYIB",48.7738990784,-91.6386032104,1408,"-5","A","America/Coral_Harbour","airport","OurAirports"
"YIO",75,"Pond Inlet Airport","Pond Inlet","Canada","YIO","CYIO",72.6832962036,-77.9666976929,181,"-5","A","America/Toronto","airport","OurAirports"
"YJN",76,"St Jean Airport","St. Jean","Canada","YJN","CYJN",45.2943992614746,-73.2810974121094,136,"-5","A","America/Toronto","airport","OurAirports"
"YJT",77,"Stephenville Airport","Stephenville","Canada","YJT","CYJT",48.5442008972168,-58.5499992370605,84,"-3.5","A","America/St_Johns","airport","OurAirports"
"YKA",78,"Kamloops Airport","Kamloops","Canada","YKA","CYKA",50.7022018433,-120.444000244,1133,"-8","A","America/Vancouver","airport","OurAirports"
"YKF",79,"Waterloo Airport","Waterloo","Canada","YKF","CYKF",43.4608001709,-80.3786010742,1055,"-5","A","America/Toronto","airport","OurAirports"
"YKL",80,"Schefferville Airport","Schefferville","Canada","YKL","CYKL",54.8053016662598,-66.8052978515625,1709,"-5","A","America/Toronto","airport","OurAirports"
"YKY",81,"Kindersley Airport","Kindersley","Canada","YKY","CYKY",51.5175018311,-109.180999756,2277,"-6","N","America/Regina","airport","OurAirports"
"YKZ",82,"Buttonville Municipal Airport","Toronto","Canada","YKZ","CYKZ",43.8622016906738,-79.370002746582,650,"-5","A","America/Toronto","airport","OurAirports"
"YLD",83,"Chapleau Airport","Chapleau","Canada","YLD","CYLD",47.8199996948242,-83.3467025756836,1470,"-5","A","America/Toronto","airport","OurAirports"
"YLJ",84,"Meadow Lake Airport","Meadow Lake","Canada","YLJ","CYLJ",54.125301361084,-108.523002624512,1576,"-6","N","America/Regina","airport","OurAirports"
"YLL",85,"Lloydminster Airport","Lloydminster","Canada","YLL","CYLL",53.3092002868652,-110.072998046875,2193,"-7","A","America/Edmonton","airport","OurAirports"
"YLT",86,"Alert Airport","Alert","Canada","YLT","CYLT",82.5177993774,-62.2806015015,100,"-5","A","America/Toronto","airport","OurAirports"
"YLW",87,"Kelowna International Airport","Kelowna","Canada","YLW","CYLW",49.9561004639,-119.377998352,1421,"-8","A","America/Vancouver","airport","OurAirports"
"YMA",88,"Mayo Airport","Mayo","Canada","YMA","CYMA",63.6164016723633,-135.86799621582,1653,"-8","A","America/Vancouver","airport","OurAirports"
"YMJ",89,"Moose Jaw Air Vice Marshal C. M. McEwen Airport","Moose Jaw","Canada","YMJ","CYMJ",50.3302993774414,-105.55899810791,1892,"-6","N","America/Regina","airport","OurAirports"
"YMM",90,"Fort McMurray Airport","Fort Mcmurray","Canada","YMM","CYMM",56.653301239,-111.222000122,1211,"-7","A","America/Edmonton","airport","OurAirports"
"YMO",91,"Moosonee Airport","Moosonee","Canada","YMO","CYMO",51.2910995483398,-80.6078033447266,30,"-5","A","America/Toronto","airport","OurAirports"
"YMW",92,"Maniwaki Airport","Maniwaki","Canada","YMW","CYMW",46.2728004456,-75.9906005859,656,"-5","A","America/Toronto","airport","OurAirports"
"YMX",93,"Montreal International (Mirabel) Airport","Montreal","Canada","YMX","CYMX",45.679501,-74.038696,270,"-5","A","America/Toronto","airport","OurAirports"
"YNA",94,"Natashquan Airport","Natashquan","Canada","YNA","CYNA",50.189998626709,-61.7891998291016,39,"-5","A","America/Toronto","airport","OurAirports"
"YND",95,"Ottawa / Gatineau Airport","Gatineau","Canada","YND","CYND",45.5217018127,-75.5635986328,211,"-5","A","America/Toronto","airport","OurAirports"
"YNM",96,"Matagami Airport","Matagami","Canada","YNM","CYNM",49.7616996765137,-77.8028030395508,918,"-5","A","America/Toronto","airport","OurAirports"
"YOC",97,"Old Crow Airport","Old Crow","Canada","YOC","CYOC",67.5706024169922,-139.839004516602,824,"-8","A","America/Vancouver","airport","OurAirports"
"YOD",98,"CFB Cold Lake","Cold Lake","Canada","YOD","CYOD",54.4049987792969,-110.278999328613,1775,"-7","A","America/Edmonton","airport","OurAirports"
"YOJ",99,"High Level Airport","High Level","Canada","YOJ","CYOJ",58.6213989257812,-117.165000915527,1110,"-7","A","America/Edmonton","airport","OurAirports"
"YOW",100,"Ottawa Macdonald-Cartier International Airport","Ottawa","Canada","YOW","CYOW",45.3224983215332,-75.6691970825195,374,"-5","A","America/Toronto","airport","OurAirports"
"YPA",101,"Prince Albert Glass Field","Prince Albert","Canada","YPA","CYPA",53.2141990662,-105.672996521,1405,"-6","N","America/Regina","airport","OurAirports"
"YPE",102,"Peace River Airport","Peace River","Canada","YPE","CYPE",56.226898,-117.446999,1873,"-7","A","America/Edmonton","airport","OurAirports"
"YPG",103,"Southport Airport","Portage-la-prairie","Canada","YPG","CYPG",49.903099,-98.273817,885,"-6","A","America/Winnipeg","airport","OurAirports"
"YPL",105,"Pickle Lake Airport","Pickle Lake","Canada","YPL","CYPL",51.4463996887207,-90.2142028808594,1267,"-5","A","America/Coral_Harbour","airport","OurAirports"
"YPN",106,"Port Menier Airport","Port Menier","Canada","YPN","CYPN",49.8363990783691,-64.2885971069336,167,"-5","A","America/Toronto","airport","OurAirports"
"YPQ",107,"Peterborough Airport","Peterborough","Canada","YPQ","CYPQ",44.2299995422363,-78.3632965087891,628,"-5","A","America/Toronto","airport","OurAirports"
"YPR",108,"Prince Rupert Airport","Prince Pupert","Canada","YPR","CYPR",54.2860984802,-130.445007324,116,"-8","A","America/Vancouver","airport","OurAirports"
"YPY",109,"Fort Chipewyan Airport","Fort Chipewyan","Canada","YPY","CYPY",58.7672004699707,-111.116996765137,761,"-7","A","America/Edmonton","airport","OurAirports"
"YQA",110,"Muskoka Airport","Muskoka","Canada","YQA","CYQA",44.9747009277344,-79.3032989501953,925,"-5","A","America/Toronto","airport","OurAirports"
"YQB",111,"Quebec Jean Lesage International Airport","Quebec","Canada","YQB","CYQB",46.7911,-71.393303,244,"-5","A","America/Toronto","airport","OurAirports"
"YQF",112,"Red Deer Regional Airport","Red Deer Industrial","Canada","YQF","CYQF",52.182201385498,-113.893997192383,2968,"-7","A","America/Edmonton","airport","OurAirports"
"YQG",113,"Windsor Airport","Windsor","Canada","YQG","CYQG",42.2756004333496,-82.9555969238281,622,"-5","A","America/Toronto","airport","OurAirports"
"YQH",114,"Watson Lake Airport","Watson Lake","Canada","YQH","CYQH",60.1164016723633,-128.822006225586,2255,"-8","A","America/Vancouver","airport","OurAirports"
"YQK",115,"Kenora Airport","Kenora","Canada","YQK","CYQK",49.7882995605469,-94.3630981445312,1332,"-6","A","America/Winnipeg","airport","OurAirports"
"YQL",116,"Lethbridge County Airport","Lethbridge","Canada","YQL","CYQL",49.6302986145,-112.800003052,3048,"-7","A","America/Edmonton","airport","OurAirports"
"YQM",117,"Greater Moncton International Airport","Moncton","Canada","YQM","CYQM",46.1122016906738,-64.678596496582,232,"-4","A","America/Halifax","airport","OurAirports"
"YQQ",119,"Comox Airport","Comox","Canada","YQQ","CYQQ",49.7108001708984,-124.887001037598,84,"-8","A","America/Vancouver","airport","OurAirports"
"YQR",120,"Regina International Airport","Regina","Canada","YQR","CYQR",50.4319000244141,-104.666000366211,1894,"-6","N","America/Regina","airport","OurAirports"
"YQT",121,"Thunder Bay Airport","Thunder Bay","Canada","YQT","CYQT",48.371898651123,-89.3238983154297,653,"-5","A","America/Toronto","airport","OurAirports"
"YQU",122,"Grande Prairie Airport","Grande Prairie","Canada","YQU","CYQU",55.1796989441,-118.885002136,2195,"-7","A","America/Edmonton","airport","OurAirports"
"YQV",123,"Yorkton Municipal Airport","Yorkton","Canada","YQV","CYQV",51.2647018432617,-102.46199798584,1635,"-6","N","America/Regina","airport","OurAirports"
"YQW",124,"North Battleford Airport","North Battleford","Canada","YQW","CYQW",52.7691993713379,-108.244003295898,1799,"-6","N","America/Regina","airport","OurAirports"
"YQX",125,"Gander International Airport","Gander","Canada","YQX","CYQX",48.9369010925293,-54.5680999755859,496,"-3.5","A","America/St_Johns","airport","OurAirports"
"YQY",126,"Sydney / J.A. Douglas McCurdy Airport","Sydney","Canada","YQY","CYQY",46.1614,-60.047798,203,"-4","A","America/Halifax","airport","OurAirports"
"YQZ",127,"Quesnel Airport","Quesnel","Canada","YQZ","CYQZ",53.0261001586914,-122.51000213623,1789,"-8","A","America/Vancouver","airport","OurAirports"
"YRB",128,"Resolute Bay Airport","Resolute","Canada","YRB","CYRB",74.7169036865,-94.9693984985,215,"-6","A","America/Winnipeg","airport","OurAirports"
"YRI",129,"Rivière-du-Loup Airport","Riviere Du Loup","Canada","YRI","CYRI",47.7644004821777,-69.5847015380859,427,"-5","A","America/Toronto","airport","OurAirports"
"YRJ",130,"Roberval Airport","Roberval","Canada","YRJ","CYRJ",48.5200004577637,-72.2656021118164,586,"-5","A","America/Toronto","airport","OurAirports"
"YRM",131,"Rocky Mountain House Airport","Rocky Mountain House","Canada","YRM","CYRM",52.4296989441,-114.903999329,3244,"-7","A","America/Edmonton","airport","OurAirports"
"YRT",132,"Rankin Inlet Airport","Rankin Inlet","Canada","YRT","CYRT",62.8114013672,-92.1157989502,94,"-6","A","America/Winnipeg","airport","OurAirports"
"YSB",133,"Sudbury Airport","Sudbury","Canada","YSB","CYSB",46.625,-80.7988967895508,1141,"-5","A","America/Toronto","airport","OurAirports"
"YSC",134,"Sherbrooke Airport","Sherbrooke","Canada","YSC","CYSC",45.4385986328125,-71.6913986206055,792,"-5","A","America/Toronto","airport","OurAirports"
"YSJ",135,"Saint John Airport","St. John","Canada","YSJ","CYSJ",45.3161010742188,-65.8902969360352,357,"-4","A","America/Halifax","airport","OurAirports"
"YSM",136,"Fort Smith Airport","Fort Smith","Canada","YSM","CYSM",60.0203018188477,-111.96199798584,671,"-7","A","America/Edmonton","airport","OurAirports"
"YSR",137,"Nanisivik Airport","Nanisivik","Canada","YSR","CYSR",72.982201,-84.613602,2106,"-5","A","America/Toronto","airport","OurAirports"
"YSU",138,"Summerside Airport","Summerside","Canada","YSU","CYSU",46.440601348877,-63.8335990905762,56,"-4","A","America/Halifax","airport","OurAirports"
"YSY",139,"Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport","Sachs Harbour","Canada","YSY","CYSY",71.9938964844,-125.242996216,282,"-7","A","America/Edmonton","airport","OurAirports"
"YTE",140,"Cape Dorset Airport","Cape Dorset","Canada","YTE","CYTE",64.2300033569,-76.5267028809,164,"-5","A","America/Toronto","airport","OurAirports"
"YTH",141,"Thompson Airport","Thompson","Canada","YTH","CYTH",55.8011016845703,-97.8641967773438,729,"-6","A","America/Winnipeg","airport","OurAirports"
"YTR",142,"CFB Trenton","Trenton","Canada","YTR","CYTR",44.1189002990723,-77.5280990600586,283,"-5","A","America/Toronto","airport","OurAirports"
"YTS",143,"Timmins/Victor M. Power","Timmins","Canada","YTS","CYTS",48.5696983337,-81.376701355,967,"-5","A","America/Toronto","airport","OurAirports"
"YTZ",144,"Billy Bishop Toronto City Centre Airport","Toronto","Canada","YTZ","CYTZ",43.627499,-79.396202,252,"-5","A","America/Toronto","airport","OurAirports"
"YUB",145,"Tuktoyaktuk Airport","Tuktoyaktuk","Canada","YUB","CYUB",69.4332962036133,-133.026000976562,15,"-7","A","America/Edmonton","airport","OurAirports"
"YUL",146,"Montreal / Pierre Elliott Trudeau International Airport","Montreal","Canada","YUL","CYUL",45.4706001282,-73.7407989502,118,"-5","A","America/Toronto","airport","OurAirports"
"YUT",147,"Repulse Bay Airport","Repulse Bay","Canada","YUT","CYUT",66.5214004517,-86.2247009277,80,"-6","A","America/Winnipeg","airport","OurAirports"
"YUX",148,"Hall Beach Airport","Hall Beach","Canada","YUX","CYUX",68.7761001587,-81.2425,30,"-5","A","America/Toronto","airport","OurAirports"
"YUY",149,"Rouyn Noranda Airport","Rouyn","Canada","YUY","CYUY",48.2061004638672,-78.8356018066406,988,"-5","A","America/Toronto","airport","OurAirports"
"YVC",150,"La Ronge Airport","La Ronge","Canada","YVC","CYVC",55.1514015198,-105.262001038,1242,"-6","N","America/Regina","airport","OurAirports"
"YVG",151,"Vermilion Airport","Vermillion","Canada","YVG","CYVG",53.3558006287,-110.823997498,2025,"-7","A","America/Edmonton","airport","OurAirports"
"YVM",152,"Qikiqtarjuaq Airport","Broughton Island","Canada","YVM","CYVM",67.5457992554,-64.0314025879,21,"-5","A","America/Toronto","airport","OurAirports"
"YVO",153,"Val-d'Or Airport","Val D'or","Canada","YVO","CYVO",48.0532989502,-77.7827987671,1107,"-5","A","America/Toronto","airport","OurAirports"
"YVP",154,"Kuujjuaq Airport","Quujjuaq","Canada","YVP","CYVP",58.0960998535156,-68.4269027709961,129,"-5","A","America/Toronto","airport","OurAirports"
"YVQ",155,"Norman Wells Airport","Norman Wells","Canada","YVQ","CYVQ",65.2816009521484,-126.797996520996,238,"-7","A","America/Edmonton","airport","OurAirports"
"YVR",156,"Vancouver International Airport","Vancouver","Canada","YVR","CYVR",49.193901062,-123.183998108,14,"-8","A","America/Vancouver","airport","OurAirports"
"YVT",157,"Buffalo Narrows Airport","Buffalo Narrows","Canada","YVT","CYVT",55.8418998718,-108.417999268,1423,"-6","N","America/Regina","airport","OurAirports"
"YVV",158,"Wiarton Airport","Wiarton","Canada","YVV","CYVV",44.7458,-81.107201,729,"-5","A","America/Toronto","airport","OurAirports"
"YWA",159,"Petawawa Airport","Petawawa","Canada","YWA","CYWA",45.9522018432617,-77.3191986083984,427,"-5","A","America/Toronto","airport","OurAirports"
"YWG",160,"Winnipeg / James Armstrong Richardson International Airport","Winnipeg","Canada","YWG","CYWG",49.9099998474,-97.2398986816,783,"-6","A","America/Winnipeg","airport","OurAirports"
"YWK",161,"Wabush Airport","Wabush","Canada","YWK","CYWK",52.9219017028809,-66.8644027709961,1808,"-4","A","America/Halifax","airport","OurAirports"
"YWL",162,"Williams Lake Airport","Williams Lake","Canada","YWL","CYWL",52.1831016541,-122.054000854,3085,"-8","A","America/Vancouver","airport","OurAirports"
"YWY",163,"Wrigley Airport","Wrigley","Canada","YWY","CYWY",63.209400177002,-123.436996459961,489,"-7","A","America/Edmonton","airport","OurAirports"
"YXC",164,"Cranbrook/Canadian Rockies International Airport","Cranbrook","Canada","YXC","CYXC",49.610801696777,-115.78199768066,3082,"-7","A","America/Edmonton","airport","OurAirports"
"YXD",165,"Edmonton City Centre (Blatchford Field) Airport","Edmonton","Canada","YXD","CYXD",53.5724983215,-113.521003723,2202,"-7","A","America/Edmonton","airport","OurAirports"
"YXE",166,"Saskatoon John G. Diefenbaker International Airport","Saskatoon","Canada","YXE","CYXE",52.1707992553711,-106.699996948242,1653,"-6","N","America/Regina","airport","OurAirports"
"YXH",167,"Medicine Hat Airport","Medicine Hat","Canada","YXH","CYXH",50.0189018249512,-110.721000671387,2352,"-7","A","America/Edmonton","airport","OurAirports"
"YXJ",168,"Fort St John Airport","Fort Saint John","Canada","YXJ","CYXJ",56.2380981445312,-120.73999786377,2280,"-7","A","America/Dawson_Creek","airport","OurAirports"
"YXL",169,"Sioux Lookout Airport","Sioux Lookout","Canada","YXL","CYXL",50.113899230957,-91.9052963256836,1258,"-6","A","America/Winnipeg","airport","OurAirports"
"YXP",170,"Pangnirtung Airport","Pangnirtung","Canada","YXP","CYXP",66.1449966431,-65.7136001587,75,"-5","A","America/Toronto","airport","OurAirports"
"YXR",171,"Earlton (Timiskaming Regional) Airport","Earlton","Canada","YXR","CYXR",47.6974006546,-79.8473453522,800,"-5","A","America/Toronto","airport","OurAirports"
"YXS",172,"Prince George Airport","Prince George","Canada","YXS","CYXS",53.8894004822,-122.679000854,2267,"-8","A","America/Vancouver","airport","OurAirports"
"YXT",173,"Northwest Regional Airport Terrace-Kitimat","Terrace","Canada","YXT","CYXT",54.468498,-128.576009,713,"-8","A","America/Vancouver","airport","OurAirports"
"YXU",174,"London Airport","London","Canada","YXU","CYXU",43.035599,-81.1539,912,"-5","A","America/Toronto","airport","OurAirports"
"YXX",175,"Abbotsford Airport","Abbotsford","Canada","YXX","CYXX",49.0252990722656,-122.361000061035,195,"-8","A","America/Vancouver","airport","OurAirports"
"YXY",176,"Whitehorse / Erik Nielsen International Airport","Whitehorse","Canada","YXY","CYXY",60.7095985413,-135.067001343,2317,"-8","A","America/Vancouver","airport","OurAirports"
"YYB",177,"North Bay Jack Garland Airport","North Bay","Canada","YYB","CYYB",46.363602,-79.422798,1215,"-5","A","America/Toronto","airport","OurAirports"
"YYC",178,"Calgary International Airport","Calgary","Canada","YYC","CYYC",51.113899231,-114.019996643,3557,"-7","A","America/Edmonton","airport","OurAirports"
"YYD",179,"Smithers Airport","Smithers","Canada","YYD","CYYD",54.8246994018555,-127.182998657227,1712,"-8","A","America/Vancouver","airport","OurAirports"
"YYE",180,"Fort Nelson Airport","Fort Nelson","Canada","YYE","CYYE",58.8363990784,-122.597000122,1253,"-8","A","America/Vancouver","airport","OurAirports"
"YYF",181,"Penticton Airport","Penticton","Canada","YYF","CYYF",49.4631004333496,-119.601997375488,1129,"-8","A","America/Vancouver","airport","OurAirports"
"YYG",182,"Charlottetown Airport","Charlottetown","Canada","YYG","CYYG",46.2900009155273,-63.1211013793945,160,"-4","A","America/Halifax","airport","OurAirports"
"YYH",183,"Taloyoak Airport","Spence Bay","Canada","YYH","CYYH",69.5466995239,-93.5766983032,92,"-7","A","America/Edmonton","airport","OurAirports"
"YYJ",184,"Victoria International Airport","Victoria","Canada","YYJ","CYYJ",48.646900177,-123.426002502,63,"-8","A","America/Vancouver","airport","OurAirports"
"YYL",185,"Lynn Lake Airport","Lynn Lake","Canada","YYL","CYYL",56.863899230957,-101.075996398926,1170,"-6","A","America/Winnipeg","airport","OurAirports"
"YYN",186,"Swift Current Airport","Swift Current","Canada","YYN","CYYN",50.2919006348,-107.691001892,2680,"-6","N","America/Regina","airport","OurAirports"
"YYQ",187,"Churchill Airport","Churchill","Canada","YYQ","CYYQ",58.739200592041,-94.0650024414062,94,"-6","A","America/Winnipeg","airport","OurAirports"
"YYR",188,"Goose Bay Airport","Goose Bay","Canada","YYR","CYYR",53.3191986084,-60.4258003235,160,"-4","A","America/Halifax","airport","OurAirports"
"YYT",189,"St. John's International Airport","St. John's","Canada","YYT","CYYT",47.618598938,-52.7518997192,461,"-3.5","A","America/St_Johns","airport","OurAirports"
"YYU",190,"Kapuskasing Airport","Kapuskasing","Canada","YYU","CYYU",49.4138984680176,-82.4674987792969,743,"-5","A","America/Toronto","airport","OurAirports"
"YYW",191,"Armstrong Airport","Armstrong","Canada","YYW","CYYW",50.2902984619141,-88.9096984863281,1058,"-5","A","America/Toronto","airport","OurAirports"
"YYY",192,"Mont Joli Airport","Mont Joli","Canada","YYY","CYYY",48.6086006164551,-68.2080993652344,172,"-5","A","America/Toronto","airport","OurAirports"
"YYZ",193,"Lester B. Pearson International Airport","Toronto","Canada","YYZ","CYYZ",43.6772003174,-79.6305999756,569,"-5","A","America/Toronto","airport","OurAirports"
"YZD",194,"Downsview Airport","Toronto","Canada","YZD","CYZD",43.7425003051758,-79.4655990600586,652,"-5","A","America/Toronto","airport","OurAirports"
"YZE",195,"Gore Bay Manitoulin Airport","Gore Bay","Canada","YZE","CYZE",45.8852996826172,-82.5678024291992,635,"-5","A","America/Toronto","airport","OurAirports"
"YZF",196,"Yellowknife Airport","Yellowknife","Canada","YZF","CYZF",62.4627990722656,-114.440002441406,675,"-7","A","America/Edmonton","airport","OurAirports"
"YZH",197,"Slave Lake Airport","Slave Lake","Canada","YZH","CYZH",55.2930984497,-114.777000427,1912,"-7","A","America/Edmonton","airport","OurAirports"
"YZP",198,"Sandspit Airport","Sandspit","Canada","YZP","CYZP",53.2542991638,-131.813995361,21,"-8","A","America/Vancouver","airport","OurAirports"
"YZR",199,"Chris Hadfield Airport","Sarnia","Canada","YZR","CYZR",42.9994010925293,-82.3088989257812,594,"-5","A","America/Toronto","airport","OurAirports"
"YZT",200,"Port Hardy Airport","Port Hardy","Canada","YZT","CYZT",50.6805992126465,-127.366996765137,71,"-8","A","America/Vancouver","airport","OurAirports"
